          1,   7.89340e-05
          2,   8.87730e-05
          3,   9.77512e-05
          4,   1.05869e-04
          5,   1.13125e-04
          6,   1.19521e-04
          7,   1.25057e-04
          8,   1.29731e-04
          9,   1.33303e-04
         10,   1.35541e-04
         11,   1.36754e-04
         12,   1.37256e-04
         13,   1.37362e-04
         14,   1.37388e-04
         15,   1.37648e-04
         16,   1.38279e-04
         17,   1.38923e-04
         18,   1.39495e-04
         19,   1.39937e-04
         20,   1.40189e-04
         21,   1.40191e-04
         22,   1.39884e-04
         23,   1.39189e-04
         24,   1.38038e-04
         25,   1.36535e-04
         26,   1.34803e-04
         27,   1.32964e-04
         28,   1.31138e-04
         29,   1.29447e-04
         30,   1.28003e-04
         31,   1.26772e-04
         32,   1.25661e-04
         33,   1.24583e-04
         34,   1.23451e-04
         35,   1.22177e-04
         36,   1.20675e-04
         37,   1.18849e-04
         38,   1.16541e-04
         39,   1.13861e-04
         40,   1.10993e-04
         41,   1.08122e-04
         42,   1.05431e-04
         43,   1.03107e-04
         44,   1.01331e-04
         45,   1.00115e-04
         46,   9.93151e-05
         47,   9.88124e-05
         48,   9.84885e-05
         49,   9.82250e-05
         50,   9.79034e-05
         51,   9.74054e-05
         52,   9.68145e-05
         53,   9.62664e-05
         54,   9.57208e-05
         55,   9.51373e-05
         56,   9.44754e-05
         57,   9.36948e-05
         58,   9.27550e-05
         59,   9.15765e-05
         60,   9.01342e-05
         61,   8.85292e-05
         62,   8.68639e-05
         63,   8.52406e-05
         64,   8.37620e-05
         65,   8.25303e-05
         66,   8.16160e-05
         67,   8.09503e-05
         68,   8.04638e-05
         69,   8.00899e-05
         70,   7.97620e-05
         71,   7.94136e-05
         72,   7.89782e-05
         73,   7.84423e-05
         74,   7.79804e-05
         75,   7.75520e-05
         76,   7.70865e-05
         77,   7.65133e-05
         78,   7.57617e-05
         79,   7.47612e-05
         80,   7.34293e-05
         81,   7.16692e-05
         82,   6.95862e-05
         83,   6.73180e-05
         84,   6.50023e-05
         85,   6.27769e-05
         86,   6.07795e-05
         87,   5.91598e-05
         88,   5.81467e-05
         89,   5.75730e-05
         90,   5.71620e-05
         91,   5.66365e-05
         92,   5.57199e-05
         93,   5.41351e-05
         94,   5.16122e-05
         95,   4.83530e-05
         96,   4.45708e-05
         97,   4.02654e-05
         98,   3.54370e-05
         99,   3.00855e-05
        100,   2.42109e-05
        101,   1.78132e-05
        102,   8.86437e-05
        103,   9.80720e-05
        104,   1.06660e-04
        105,   1.14409e-04
        106,   1.21318e-04
        107,   1.27386e-04
        108,   1.32615e-04
        109,   1.37004e-04
        110,   1.40301e-04
        111,   1.42268e-04
        112,   1.43224e-04
        113,   1.43496e-04
        114,   1.43410e-04
        115,   1.43295e-04
        116,   1.43477e-04
        117,   1.44109e-04
        118,   1.44838e-04
        119,   1.45560e-04
        120,   1.46194e-04
        121,   1.46659e-04
        122,   1.46873e-04
        123,   1.46754e-04
        124,   1.46206e-04
        125,   1.45164e-04
        126,   1.43754e-04
        127,   1.42115e-04
        128,   1.40390e-04
        129,   1.38719e-04
        130,   1.37243e-04
        131,   1.36096e-04
        132,   1.35276e-04
        133,   1.34659e-04
        134,   1.34116e-04
        135,   1.33521e-04
        136,   1.32745e-04
        137,   1.31662e-04
        138,   1.30136e-04
        139,   1.28020e-04
        140,   1.25454e-04
        141,   1.22644e-04
        142,   1.19801e-04
        143,   1.17131e-04
        144,   1.14843e-04
        145,   1.13143e-04
        146,   1.12048e-04
        147,   1.11393e-04
        148,   1.11044e-04
        149,   1.10864e-04
        150,   1.10718e-04
        151,   1.10471e-04
        152,   1.09988e-04
        153,   1.09323e-04
        154,   1.08618e-04
        155,   1.07866e-04
        156,   1.07060e-04
        157,   1.06192e-04
        158,   1.05257e-04
        159,   1.04246e-04
        160,   1.03108e-04
        161,   1.01803e-04
        162,   1.00396e-04
        163,   9.89541e-05
        164,   9.75449e-05
        165,   9.62353e-05
        166,   9.50923e-05
        167,   9.41539e-05
        168,   9.33594e-05
        169,   9.26772e-05
        170,   9.20786e-05
        171,   9.15351e-05
        172,   9.10184e-05
        173,   9.04999e-05
        174,   9.00055e-05
        175,   8.97178e-05
        176,   8.95513e-05
        177,   8.93876e-05
        178,   8.91081e-05
        179,   8.85941e-05
        180,   8.77271e-05
        181,   8.63766e-05
        182,   8.44328e-05
        183,   8.20495e-05
        184,   7.94183e-05
        185,   7.67308e-05
        186,   7.41788e-05
        187,   7.19539e-05
        188,   7.02610e-05
        189,   6.93693e-05
        190,   6.90586e-05
        191,   6.89804e-05
        192,   6.87863e-05
        193,   6.81280e-05
        194,   6.66569e-05
        195,   6.40334e-05
        196,   6.05116e-05
        197,   5.63595e-05
        198,   5.15773e-05
        199,   4.61648e-05
        200,   4.01222e-05
        201,   3.34494e-05
        202,   2.61463e-05
        203,   9.44013e-05
        204,   1.03616e-04
        205,   1.11998e-04
        206,   1.19545e-04
        207,   1.26259e-04
        208,   1.32139e-04
        209,   1.37186e-04
        210,   1.41399e-04
        211,   1.44514e-04
        212,   1.46280e-04
        213,   1.47033e-04
        214,   1.47116e-04
        215,   1.46872e-04
        216,   1.46644e-04
        217,   1.46776e-04
        218,   1.47438e-04
        219,   1.48277e-04
        220,   1.49169e-04
        221,   1.50009e-04
        222,   1.50697e-04
        223,   1.51128e-04
        224,   1.51199e-04
        225,   1.50794e-04
        226,   1.49853e-04
        227,   1.48521e-04
        228,   1.46958e-04
        229,   1.45325e-04
        230,   1.43782e-04
        231,   1.42489e-04
        232,   1.41603e-04
        233,   1.41147e-04
        234,   1.40970e-04
        235,   1.40905e-04
        236,   1.40787e-04
        237,   1.40452e-04
        238,   1.39734e-04
        239,   1.38463e-04
        240,   1.36488e-04
        241,   1.33979e-04
        242,   1.31174e-04
        243,   1.28313e-04
        244,   1.25635e-04
        245,   1.23377e-04
        246,   1.21778e-04
        247,   1.20862e-04
        248,   1.20443e-04
        249,   1.20359e-04
        250,   1.20448e-04
        251,   1.20546e-04
        252,   1.20493e-04
        253,   1.20126e-04
        254,   1.19473e-04
        255,   1.18690e-04
        256,   1.17807e-04
        257,   1.16851e-04
        258,   1.15851e-04
        259,   1.14837e-04
        260,   1.13836e-04
        261,   1.12826e-04
        262,   1.11751e-04
        263,   1.10639e-04
        264,   1.09519e-04
        265,   1.08421e-04
        266,   1.07374e-04
        267,   1.06409e-04
        268,   1.05528e-04
        269,   1.04682e-04
        270,   1.03876e-04
        271,   1.03123e-04
        272,   1.02434e-04
        273,   1.01821e-04
        274,   1.01294e-04
        275,   1.00921e-04
        276,   1.00887e-04
        277,   1.01063e-04
        278,   1.01283e-04
        279,   1.01383e-04
        280,   1.01197e-04
        281,   1.00561e-04
        282,   9.92980e-05
        283,   9.72879e-05
        284,   9.47304e-05
        285,   9.18675e-05
        286,   8.89411e-05
        287,   8.61931e-05
        288,   8.38655e-05
        289,   8.22143e-05
        290,   8.15447e-05
        291,   8.15872e-05
        292,   8.19282e-05
        293,   8.21540e-05
        294,   8.18510e-05
        295,   8.06055e-05
        296,   7.80141e-05
        297,   7.43786e-05
        298,   7.00173e-05
        299,   6.49301e-05
        300,   5.91172e-05
        301,   5.25784e-05
        302,   4.53139e-05
        303,   3.73236e-05
        304,   9.62070e-05
        305,   1.05406e-04
        306,   1.13763e-04
        307,   1.21278e-04
        308,   1.27950e-04
        309,   1.33781e-04
        310,   1.38769e-04
        311,   1.42915e-04
        312,   1.45939e-04
        313,   1.47576e-04
        314,   1.48180e-04
        315,   1.48115e-04
        316,   1.47745e-04
        317,   1.47434e-04
        318,   1.47544e-04
        319,   1.48265e-04
        320,   1.49239e-04
        321,   1.50319e-04
        322,   1.51382e-04
        323,   1.52302e-04
        324,   1.52956e-04
        325,   1.53218e-04
        326,   1.52952e-04
        327,   1.52104e-04
        328,   1.50838e-04
        329,   1.49333e-04
        330,   1.47769e-04
        331,   1.46327e-04
        332,   1.45185e-04
        333,   1.44523e-04
        334,   1.44386e-04
        335,   1.44595e-04
        336,   1.44949e-04
        337,   1.45250e-04
        338,   1.45297e-04
        339,   1.44892e-04
        340,   1.43830e-04
        341,   1.41944e-04
        342,   1.39437e-04
        343,   1.36583e-04
        344,   1.33660e-04
        345,   1.30943e-04
        346,   1.28710e-04
        347,   1.27233e-04
        348,   1.26557e-04
        349,   1.26465e-04
        350,   1.26759e-04
        351,   1.27240e-04
        352,   1.27709e-04
        353,   1.27968e-04
        354,   1.27820e-04
        355,   1.27265e-04
        356,   1.26484e-04
        357,   1.25544e-04
        358,   1.24511e-04
        359,   1.23452e-04
        360,   1.22434e-04
        361,   1.21524e-04
        362,   1.20731e-04
        363,   1.19979e-04
        364,   1.19258e-04
        365,   1.18558e-04
        366,   1.17868e-04
        367,   1.17178e-04
        368,   1.16480e-04
        369,   1.15740e-04
        370,   1.14917e-04
        371,   1.14060e-04
        372,   1.13223e-04
        373,   1.12458e-04
        374,   1.11820e-04
        375,   1.11361e-04
        376,   1.11189e-04
        377,   1.11488e-04
        378,   1.12086e-04
        379,   1.12772e-04
        380,   1.13338e-04
        381,   1.13572e-04
        382,   1.13264e-04
        383,   1.12193e-04
        384,   1.10234e-04
        385,   1.07629e-04
        386,   1.04666e-04
        387,   1.01633e-04
        388,   9.88198e-05
        389,   9.65142e-05
        390,   9.50197e-05
        391,   9.46728e-05
        392,   9.51589e-05
        393,   9.60053e-05
        394,   9.67396e-05
        395,   9.68889e-05
        396,   9.59808e-05
        397,   9.35543e-05
        398,   8.99541e-05
        399,   8.55440e-05
        400,   8.03240e-05
        401,   7.42941e-05
        402,   6.74542e-05
        403,   5.98045e-05
        404,   5.13448e-05
        405,   9.40565e-05
        406,   1.03438e-04
        407,   1.11954e-04
        408,   1.19604e-04
        409,   1.26389e-04
        410,   1.32309e-04
        411,   1.37364e-04
        412,   1.41553e-04
        413,   1.44579e-04
        414,   1.46157e-04
        415,   1.46666e-04
        416,   1.46495e-04
        417,   1.46032e-04
        418,   1.45664e-04
        419,   1.45781e-04
        420,   1.46590e-04
        421,   1.47723e-04
        422,   1.49012e-04
        423,   1.50312e-04
        424,   1.51476e-04
        425,   1.52357e-04
        426,   1.52811e-04
        427,   1.52681e-04
        428,   1.51917e-04
        429,   1.50703e-04
        430,   1.49238e-04
        431,   1.47721e-04
        432,   1.46352e-04
        433,   1.45330e-04
        434,   1.44855e-04
        435,   1.44991e-04
        436,   1.45532e-04
        437,   1.46247e-04
        438,   1.46907e-04
        439,   1.47279e-04
        440,   1.47134e-04
        441,   1.46234e-04
        442,   1.44386e-04
        443,   1.41822e-04
        444,   1.38865e-04
        445,   1.35834e-04
        446,   1.33050e-04
        447,   1.30833e-04
        448,   1.29503e-04
        449,   1.29127e-04
        450,   1.29453e-04
        451,   1.30237e-04
        452,   1.31235e-04
        453,   1.32202e-04
        454,   1.32894e-04
        455,   1.33067e-04
        456,   1.32697e-04
        457,   1.31998e-04
        458,   1.31075e-04
        459,   1.30037e-04
        460,   1.28991e-04
        461,   1.28046e-04
        462,   1.27308e-04
        463,   1.26820e-04
        464,   1.26487e-04
        465,   1.26254e-04
        466,   1.26072e-04
        467,   1.25888e-04
        468,   1.25650e-04
        469,   1.25308e-04
        470,   1.24791e-04
        471,   1.24068e-04
        472,   1.23233e-04
        473,   1.22381e-04
        474,   1.21611e-04
        475,   1.21019e-04
        476,   1.20704e-04
        477,   1.20812e-04
        478,   1.21524e-04
        479,   1.22624e-04
        480,   1.23860e-04
        481,   1.24978e-04
        482,   1.25722e-04
        483,   1.25841e-04
        484,   1.25070e-04
        485,   1.23279e-04
        486,   1.20752e-04
        487,   1.17820e-04
        488,   1.14815e-04
        489,   1.12067e-04
        490,   1.09909e-04
