    373,          18.,          4.5,          -8.
    374,         19.5,          4.5,          -8.
    375,         -12.,           6.,          -8.
    376,        -10.5,           6.,          -8.
    377,          -9.,           6.,          -8.
    378,         -7.5,           6.,          -8.
    379,          -6.,           6.,          -8.
    380,         -4.5,           6.,          -8.
    381,          -3.,           6.,          -8.
    382,         -1.5,           6.,          -8.
    383, 2.23517006e-07,           6.,          -8.
    384,          1.5,           6.,          -8.
    385,           3.,           6.,          -8.
    386,          4.5,           6.,          -8.
    387,           6.,           6.,          -8.
    388,          7.5,           6.,          -8.
    389,           9.,           6.,          -8.
    390,         10.5,           6.,          -8.
    391,          12.,           6.,          -8.
    392,         13.5,           6.,          -8.
    393,          15.,           6.,          -8.
    394,         16.5,           6.,          -8.
    395,          18.,           6.,          -8.
    396,         19.5,           6.,          -8.
    397,         -12.,          7.5,          -8.
    398,        -10.5,          7.5,          -8.
    399,          -9.,          7.5,          -8.
    400,         -7.5,          7.5,          -8.
    401,          -6.,          7.5,          -8.
    402,         -4.5,          7.5,          -8.
    403,          -3.,          7.5,          -8.
    404,         -1.5,          7.5,          -8.
    405, 2.23517006e-07,          7.5,          -8.
    406,          1.5,          7.5,          -8.
    407,           3.,          7.5,          -8.
    408,          4.5,          7.5,          -8.
    409,           6.,          7.5,          -8.
    410,          7.5,          7.5,          -8.
    411,           9.,          7.5,          -8.
    412,         10.5,          7.5,          -8.
    413,          12.,          7.5,          -8.
    414,         13.5,          7.5,          -8.
    415,          15.,          7.5,          -8.
    416,         16.5,          7.5,          -8.
    417,          18.,          7.5,          -8.
    418,         19.5,          7.5,          -8.
    419,         -12.,           9.,          -8.
    420,        -10.5,           9.,          -8.
    421,          -9.,           9.,          -8.
    422,         -7.5,           9.,          -8.
    423,          -6.,           9.,          -8.
    424,         -4.5,           9.,          -8.
    425,          -3.,           9.,          -8.
    426,         -1.5,           9.,          -8.
    427, 2.23517006e-07,           9.,          -8.
    428,          1.5,           9.,          -8.
    429,           3.,           9.,          -8.
    430,          4.5,           9.,          -8.
    431,           6.,           9.,          -8.
    432,          7.5,           9.,          -8.
    433,           9.,           9.,          -8.
    434,         10.5,           9.,          -8.
    435,          12.,           9.,          -8.
    436,         13.5,           9.,          -8.
    437,          15.,           9.,          -8.
    438,         16.5,           9.,          -8.
    439,          18.,           9.,          -8.
    440,         19.5,           9.,          -8.
    441,         -12.,         10.5,          -8.
    442,        -10.5,         10.5,          -8.
    443,          -9.,         10.5,          -8.
    444,         -7.5,         10.5,          -8.
    445,          -6.,         10.5,          -8.
    446,         -4.5,         10.5,          -8.
    447,          -3.,         10.5,          -8.
    448,         -1.5,         10.5,          -8.
    449, 2.23517006e-07,         10.5,          -8.
    450,          1.5,         10.5,          -8.
    451,           3.,         10.5,          -8.
    452,          4.5,         10.5,          -8.
    453,           6.,         10.5,          -8.
    454,          7.5,         10.5,          -8.
    455,           9.,         10.5,          -8.
    456,         10.5,         10.5,          -8.
    457,          12.,         10.5,          -8.
    458,         13.5,         10.5,          -8.
    459,          15.,         10.5,          -8.
    460,         16.5,         10.5,          -8.
    461,          18.,         10.5,          -8.
    462,         19.5,         10.5,          -8.
    463,         -12.,          12.,          -8.
    464,        -10.5,          12.,          -8.
    465,          -9.,          12.,          -8.
    466,         -7.5,          12.,          -8.
    467,          -6.,          12.,          -8.
    468,         -4.5,          12.,          -8.
    469,          -3.,          12.,          -8.
    470,         -1.5,          12.,          -8.
    471, 2.23517006e-07,          12.,          -8.
