2060,  1533,  2813
2061,  2813,  2814
2062,  2814,  2815
2063,  2815,  2816
2064,  2820,  2821
2065,  2819,  2820
2066,  2818,  2819
2067,  1614,  2818
2068,  2825,  2826
2069,  2824,  2825
2070,  2823,  2824
2071,  1629,  2823
2072,  2830,  2831
2073,  2829,  2830
2074,  2828,  2829
2075,  1485,  2828
2076,  2835,  2836
2077,  2834,  2835
2078,  2833,  2834
2079,  1538,  2833
2080,  2840,  2841
2081,  2839,  2840
2082,  2838,  2839
2083,  1543,  2838
2084,  2845,  2846
2085,  2844,  2845
2086,  2843,  2844
2087,  1548,  2843
2088,  2850,  2851
2089,  2849,  2850
2090,  2848,  2849
2091,  1490,  2848
2092,  2855,  2856
2093,  2854,  2855
2094,  2853,  2854
2095,  1495,  2853
2096,  2860,  2861
2097,  2859,  2860
2098,  2858,  2859
2099,  1500,  2858
2100,  2865,  2866
2101,  2864,  2865
2102,  2863,  2864
2103,  1566,  2863
2104,  2870,  2871
2105,  2869,  2870
2106,  2868,  2869
2107,  1581,  2868
2108,  2875,  2876
2109,  2874,  2875
2110,  2873,  2874
2111,  2872,  2873
2112,  2880,  2881
2113,  2879,  2880
2114,  2878,  2879
2115,  2877,  2878
2116,  2930,  2931
2117,  2940,  2941
2118,  2935,  2936
2119,  2915,  2916
2120,  2925,  2926
2121,  2929,  2930
2122,  2910,  2911
2123,  2939,  2940
2124,  2934,  2935
2125,  2914,  2915
2126,  2920,  2921
2127,  2950,  2951
2128,  2924,  2925
2129,  2945,  2946
2130,  2905,  2906
2131,  2928,  2929
2132,  2938,  2939
2133,  2909,  2910
2134,  2933,  2934
2135,  2913,  2914
2136,  2900,  2901
2137,  2895,  2896
2138,  2919,  2920
2139,  2890,  2891
2140,  2949,  2950
2141,  2923,  2924
2142,  2885,  2886
2143,  2944,  2945
2144,  2904,  2905
2145,  2861,  2928
2146,  2871,  2938
2147,  2908,  2909
2148,  2866,  2933
2149,  2846,  2913
2150,  2899,  2900
2151,  2894,  2895
2152,  2918,  2919
2153,  2889,  2890
2154,  2948,  2949
2155,  2884,  2885
2156,  2943,  2944
2157,  2856,  2923
2158,  2903,  2904
2159,  2841,  2908
2160,  2898,  2899
2161,  2893,  2894
2162,  2851,  2918
2163,  2888,  2889
2164,  2881,  2948
2165,  2883,  2884
2166,  2876,  2943
2167,  2836,  2903
2168,  2831,  2898
2169,  2826,  2893
2170,  2821,  2888
2171,  2816,  2883
2172,  3000,  3001
2173,  3010,  3011
2174,  3005,  3006
2175,  2985,  2986
2176,  2995,  2996
2177,  2999,  3000
2178,  2980,  2981
2179,  3009,  3010
2180,  3004,  3005
2181,  2984,  2985
2182,  2990,  2991
2183,  3020,  3021
2184,  2994,  2995
2185,  3015,  3016
2186,  2975,  2976
2187,  2998,  2999
2188,  3008,  3009
2189,  2979,  2980
2190,  3003,  3004
2191,  2983,  2984
2192,  2970,  2971
2193,  2965,  2966
2194,  2989,  2990
2195,  2960,  2961
2196,  3019,  3020
2197,  2993,  2994
2198,  2955,  2956
2199,  3014,  3015
2200,  2974,  2975
2201,  2931,  2998
2202,  2941,  3008
2203,  2978,  2979
2204,  2936,  3003
2205,  2916,  2983
2206,  2969,  2970
2207,  2964,  2965
2208,  2988,  2989
2209,  2959,  2960
2210,  3018,  3019
2211,  2954,  2955
2212,  3013,  3014
2213,  2926,  2993
2214,  2973,  2974
2215,  2911,  2978
2216,  2968,  2969
2217,  2963,  2964
2218,  2921,  2988
2219,  2958,  2959
2220,  2951,  3018
2221,  2953,  2954
2222,  2946,  3013
2223,  2906,  2973
2224,  2901,  2968
2225,  2896,  2963
2226,  2891,  2958
2227,  2886,  2953
2228,  3070,  3071
2229,  3080,  3081
2230,  3075,  3076
2231,  3055,  3056
2232,  3065,  3066
2233,  3069,  3070
2234,  3050,  3051
2235,  3079,  3080
2236,  3074,  3075
2237,  3054,  3055
2238,  3060,  3061
2239,  3090,  3091
2240,  3064,  3065
2241,  3085,  3086
2242,  3045,  3046
2243,  3068,  3069
2244,  3078,  3079
2245,  3049,  3050
2246,  3073,  3074
2247,  3053,  3054
2248,  3040,  3041
2249,  3035,  3036
2250,  3059,  3060
2251,  3030,  3031
2252,  3089,  3090
2253,  3063,  3064
2254,  3025,  3026
2255,  3084,  3085
2256,  3044,  3045
2257,  3001,  3068
2258,  3011,  3078
2259,  3048,  3049
2260,  3006,  3073
2261,  2986,  3053
2262,  3039,  3040
2263,  3034,  3035
2264,  3058,  3059
2265,  3029,  3030
2266,  3088,  3089
2267,  3024,  3025
2268,  3083,  3084
2269,  2996,  3063
2270,  3043,  3044
2271,  2981,  3048
2272,  3038,  3039
2273,  3033,  3034
2274,  2991,  3058
2275,  3028,  3029
2276,  3021,  3088
2277,  3023,  3024
2278,  3016,  3083
2279,  2976,  3043
2280,  2971,  3038
2281,  2966,  3033
2282,  2961,  3028
2283,  2956,  3023
2284,  3140,  3141
2285,  3150,  3151
2286,  3145,  3146
2287,  3125,  3126
2288,  3135,  3136
2289,  3139,  3140
2290,  3120,  3121
2291,  3149,  3150
2292,  3144,  3145
2293,  3124,  3125
2294,  3130,  3131
2295,  3160,  3161
2296,  3134,  3135
2297,  3155,  3156
2298,  3115,  3116
2299,  3138,  3139
2300,  3148,  3149
2301,  3119,  3120
2302,  3143,  3144
2303,  3123,  3124
2304,  3110,  3111
2305,  3105,  3106
2306,  3129,  3130
2307,  3100,  3101
2308,  3159,  3160
2309,  3133,  3134
2310,  3095,  3096
2311,  3154,  3155
2312,  3114,  3115
2313,  3071,  3138
2314,  3081,  3148
2315,  3118,  3119
2316,  3076,  3143
2317,  3056,  3123
2318,  3109,  3110
2319,  3104,  3105
2320,  3128,  3129
2321,  3099,  3100
2322,  3158,  3159
2323,  3094,  3095
2324,  3153,  3154
2325,  3066,  3133
2326,  3113,  3114
2327,  3051,  3118
2328,  3108,  3109
2329,  3103,  3104
2330,  3061,  3128
2331,  3098,  3099
2332,  3091,  3158
2333,  3093,  3094
2334,  3086,  3153
2335,  3046,  3113
2336,  3041,  3108
2337,  3036,  3103
2338,  3031,  3098
2339,  3026,  3093
9044,  1038, 10865
9045, 10865,  1517
9046,  1517, 10867
9047, 10867,  1533
9048, 10872,  1614
9049,  1613, 10872
9050, 10870,  1613
9051,  1043, 10870
9052, 10877,  1629
9053,  1628, 10877
9054, 10875,  1628
9055,  1048, 10875
9056, 10882,  1485
9057,  1469, 10882
9058, 10880,  1469
9059,  1053, 10880
9060, 10887,  1538
9061,  1522, 10887
9062, 10885,  1522
9063,  1148, 10885
9064, 10892,  1543
9065,  1527, 10892
9066, 10890,  1527
9067,  1258, 10890
9068, 10897,  1548
9069,  1532, 10897
9070, 10895,  1532
9071,  1368, 10895
9072, 10902,  1490
9073,  1474, 10902
9074, 10900,  1474
9075,  1163, 10900
9076, 10907,  1495
9077,  1479, 10907
9078, 10905,  1479
9079,  1273, 10905
9080, 10912,  1500
9081,  1484, 10912
9082, 10910,  1484
9083,  1383, 10910
9084, 10917,  1566
9085,  1565, 10917
9086, 10915,  1565
9087,  1373, 10915
9088, 10922,  1581
9089,  1580, 10922
9090, 10920,  1580
9091,  1378, 10920
9092, 10927,  2872
9093, 10926, 10927
9094, 10925, 10926
9095,  1153, 10925
9096, 10932,  2877
9097, 10931, 10932
9098, 10930, 10931
9099,  1158, 10930
9100,  1721,  1895
9101,  1895,  1847
9102,  1847,  1909
9103,  1909,  1916
9104,  1781,  1961
9105,  1961,  1966
9106,  1966,  1971
9107,  1971,  1976
9108,  1916,  2090
9109,  2090,  2042
9110,  2042,  2104
9111,  2104,  2111
9112,  1976,  2156
9113,  2156,  2161
9114,  2161,  2166
9115,  2166,  2171
9116,  2111,  2285
9117,  2285,  2237
9118,  2237,  2299
9119,  2299,  2306
9120,  2171,  2351
9121,  2351,  2356
9122,  2356,  2361
9123,  2361,  2366
9124,  2306,  2480
9125,  2480,  2432
9126,  2432,  2494
9127,  2494,  2501
9128,  2366,  2546
9129,  2546,  2551
9130,  2551,  2556
9131,  2556,  2561
9132,  2501,  2675
9133,  2675,  2627
9134,  2627,  2689
9135,  2689,  2696
9136,  2561,  2741
9137,  2741,  2746
9138,  2746,  2751
9139,  2751,  2756
9140,  1263,  1700
9141,  1700,  1652
9142,  1652,  1714
9143,  1714,  1721
9144,  1268,  1766
9145,  1766,  1771
9146,  1771,  1776
9147,  1776,  1781
